transaction_datetime,client_id,product_quantity,transaction_id,store_id,product_id
2018-12-10 18:18:21,241511,1.0,1161498,29373,105
2018-12-14 15:03:33,23801,1.0,1394373,29373,105
2018-12-15 14:15:24,227664,1.0,1454864,29373,105
2018-12-16 10:11:45,4268,2.0,1490252,29373,105
2018-12-16 14:16:02,241511,1.0,1510956,29373,105
2018-12-20 15:31:57,227664,1.0,1761871,29373,105
2018-12-21 09:42:21,179528,1.0,1793602,29373,105
2018-12-24 05:53:09,56598,1.0,1957491,29373,105
2018-12-27 09:33:19,56598,1.0,2169946,29373,105
2018-12-29 07:11:52,1280,1.0,2298288,29373,105
2018-12-30 03:23:14,232858,2.0,2365600,29373,105
2019-01-02 10:40:55,241511,1.0,2570876,29373,105
2019-01-02 13:47:15,179528,1.0,2584666,29373,105
2019-01-06 07:55:13,1280,1.0,2766580,29373,105
2019-01-14 10:17:36,56598,1.0,3270044,29373,105
2019-01-15 08:03:27,15036,1.0,3320821,29373,105
2019-01-16 07:59:09,1280,1.0,3386418,29373,105
2019-01-19 18:31:07,241511,1.0,3642968,29373,105
2019-01-20 12:28:15,179528,1.0,3675520,29373,105
2019-01-25 13:58:56,1136,1.0,4012576,29373,105
2019-01-27 07:36:57,1280,1.0,4109749,29373,105
2019-01-29 08:21:50,1280,1.0,4243664,29373,105
2019-01-30 09:31:03,253012,2.0,4319773,29373,105
2019-01-31 18:05:53,241511,1.0,4437370,29373,105
2019-02-02 14:01:26,15036,1.0,4558142,29373,105
2019-02-06 10:26:09,3532,1.0,4805165,29373,105
2019-02-08 06:36:44,1280,1.0,4929482,29373,105
2019-02-08 14:23:49,23801,1.0,4974847,29373,105
2019-02-09 15:29:56,56598,1.0,5060861,29373,105
2019-02-11 08:13:54,1280,1.0,5153362,29373,105
2019-02-11 15:40:44,23801,1.0,5201936,29373,105
2019-02-13 10:49:46,1280,1.0,5317609,29373,105
2019-02-16 18:25:02,241511,1.0,5598111,29373,105
2019-02-21 05:57:29,234584,1.0,5902191,29373,105
2019-02-22 08:02:10,56598,1.0,5990216,29373,105
2019-02-27 07:54:43,1280,1.0,6386142,29373,105
2019-03-01 13:39:54,3200,1.0,6595201,29373,105
2019-03-01 18:30:37,241511,1.0,6631722,29373,105
2019-03-03 13:22:00,4268,1.0,6768137,29373,105
2019-03-05 14:09:24,23801,1.0,6938263,29373,105
2019-03-14 18:19:36,219695,1.0,7727805,29373,105
2019-03-16 08:10:20,1280,1.0,7831703,29373,105
2019-01-11 10:09:49,233053,1.0,3075535,29373,260
2018-11-29 16:45:44,5470,2.0,480432,29373,126
2019-01-18 16:27:34,169914,1.0,3568792,29373,9
2019-02-01 12:11:32,309948,1.0,4472933,29373,163
2018-11-27 07:08:26,16218,1.0,309927,29373,316
2018-11-29 13:26:06,116613,1.0,460888,29373,316
2018-12-01 07:42:25,3532,1.0,559118,29373,316
2018-12-01 09:04:56,45,1.0,566380,29373,316
2018-12-03 13:39:08,45,1.0,707252,29373,316
2018-12-05 07:29:50,45,1.0,800322,29373,316
2018-12-26 08:41:04,46,1.0,2098772,29373,316
2018-11-22 15:36:56,7059,1.0,47358,29373,144
2018-11-25 11:23:17,283778,1.0,211495,29373,144
2018-11-26 08:28:55,272,1.0,253286,29373,144
2018-11-27 06:24:40,209674,1.0,308083,29373,144
2018-11-27 18:39:39,15769,1.0,364763,29373,144
2018-11-28 07:02:46,283778,1.0,370488,29373,144
2018-11-28 08:18:02,20422,1.0,375052,29373,144
2018-11-29 09:31:33,7301,1.0,442087,29373,144
2018-11-29 12:19:04,346578,1.0,455592,29373,144
2018-11-30 06:52:33,4829,1.0,491961,29373,144
2018-11-30 10:24:06,56598,1.0,508708,29373,144
2018-11-30 14:07:09,221441,1.0,528209,29373,144
2018-11-30 14:26:36,275519,3.0,530500,29373,144
2018-11-30 16:41:38,227664,1.0,544207,29373,144
2018-11-30 17:53:10,275,1.0,549315,29373,144
2018-12-02 14:36:06,323942,1.0,654323,29373,144
2018-12-03 14:25:24,126837,1.0,711813,29373,144
2018-12-03 15:26:21,227664,1.0,718507,29373,144
2018-12-04 06:18:10,40339,1.0,735754,29373,144
2018-12-04 10:16:59,54610,1.0,752519,29373,144
2018-12-04 18:03:51,6227,1.0,791803,29373,144
2018-12-07 06:52:27,815,1.0,922278,29373,144
2018-12-08 14:36:04,215170,2.0,1029764,29373,144
2018-12-10 05:49:21,209674,1.0,1102749,29373,144
2018-12-10 10:10:08,275,1.0,1122733,29373,144
2018-12-10 11:31:32,6227,1.0,1129079,29373,144
2018-12-10 18:10:37,275519,1.0,1161176,29373,144
2018-12-12 10:08:27,15036,1.0,1243406,29373,144
2018-12-13 13:03:19,2596,1.0,1318408,29373,144
2018-12-14 08:02:37,4829,1.0,1356099,29373,144
2018-12-18 08:07:28,20422,1.0,1598464,29373,144
2018-12-19 06:21:51,209674,1.0,1654718,29373,144
2018-12-21 11:53:04,46,1.0,1804919,29373,144
2018-12-23 12:13:41,224113,1.0,1929654,29373,144
2018-12-24 10:09:52,310711,2.0,1980035,29373,144
2018-12-24 11:14:53,4836,1.0,1985689,29373,144
2018-12-24 15:26:51,3909,1.0,2007857,29373,144
2018-12-25 10:24:20,4829,1.0,2044314,29373,144
2018-12-25 12:01:28,3824,1.0,2052311,29373,144
2018-12-26 07:34:42,6227,1.0,2093332,29373,144
2018-12-26 08:04:52,36920,1.0,2095605,29373,144
2018-12-27 22:06:58,154735,1.0,2220135,29373,144
2018-12-30 08:33:14,54610,1.0,2379670,29373,144
2018-12-31 08:07:55,2596,2.0,2469281,29373,144
2019-01-04 11:17:50,3537,1.0,2672575,29373,144
2019-01-08 08:13:26,5999,1.0,2883193,29373,144
2019-01-08 08:54:28,46,1.0,2886284,29373,144
2019-01-08 15:49:37,7059,1.0,2922547,29373,144
2019-01-08 16:18:36,36920,1.0,2924358,29373,144
2019-01-09 14:10:13,256,1.0,2970300,29373,144
2019-01-09 15:36:20,7059,1.0,2979761,29373,144
2019-01-10 06:44:52,4829,1.0,2996740,29373,144
2019-01-10 14:19:03,358490,1.0,3032771,29373,144
2019-01-11 19:58:47,154735,2.0,3123129,29373,144
2019-01-12 07:46:55,5999,1.0,3129130,29373,144
2019-01-14 11:19:13,26804,1.0,3274914,29373,144
2019-01-15 11:29:51,150150,1.0,3338688,29373,144
2019-01-15 16:28:36,7059,1.0,3368259,29373,144
2019-01-16 07:48:01,20422,1.0,3385667,29373,144
2019-01-16 07:59:09,1280,1.0,3386418,29373,144
2019-01-16 08:03:04,1960,1.0,3386703,29373,144
2019-01-16 10:39:34,56598,1.0,3400830,29373,144
2019-01-17 16:08:40,7059,1.0,3498540,29373,144
2019-01-18 06:45:03,4829,1.0,3514238,29373,144
2019-01-18 09:34:49,355408,1.0,3527175,29373,144
2019-01-18 15:11:24,232858,1.0,3560361,29373,144
2019-01-20 12:28:15,179528,1.0,3675520,29373,144
2019-01-21 15:22:37,7059,1.0,3755175,29373,144
2019-01-22 09:11:51,3532,1.0,3785438,29373,144
2019-01-22 09:16:17,20422,1.0,3785865,29373,144
2019-01-23 18:21:19,6227,1.0,3901601,29373,144
2019-01-24 02:27:35,9239,1.0,3903958,29373,144
2019-01-24 07:24:41,381874,1.0,3909348,29373,144
2019-01-24 11:20:49,15232,1.0,3929803,29373,144
2019-01-24 17:08:12,5470,1.0,3963666,29373,144
2019-01-25 10:04:13,14711,1.0,3990711,29373,144
2019-01-25 21:28:41,154735,1.0,4039797,29373,144
2019-01-26 11:06:44,7059,1.0,4067058,29373,144
2019-01-27 10:27:35,209674,1.0,4125145,29373,144
2019-01-27 13:28:55,97087,1.0,4141367,29373,144
2019-01-27 15:39:33,267740,1.0,4152065,29373,144
2019-01-27 16:04:22,738,2.0,4153781,29373,144
2019-01-27 17:23:58,207078,1.0,4158555,29373,144
2019-01-31 08:13:13,20422,1.0,4382243,29373,144
2019-01-31 15:11:30,7059,1.0,4421304,29373,144
2019-02-02 09:01:27,4829,1.0,4527119,29373,144
2019-02-02 15:53:53,29790,1.0,4568383,29373,144
2019-02-05 07:01:58,1960,1.0,4716928,29373,144
2019-02-06 08:19:40,13088,2.0,4792544,29373,144
2019-02-06 13:57:34,150150,1.0,4824565,29373,144
2019-02-06 15:17:41,7059,1.0,4834764,29373,144
2019-02-07 10:59:47,4829,1.0,4880194,29373,144
2019-02-07 11:34:55,346578,1.0,4883235,29373,144
2019-02-07 15:16:49,7059,1.0,4906054,29373,144
2019-02-08 11:27:26,6227,1.0,4955905,29373,144
2019-02-08 17:54:44,5470,1.0,4999125,29373,144
2019-02-09 12:23:40,355408,1.0,5042570,29373,144
2019-02-09 12:30:41,388586,1.0,5043259,29373,144
2019-02-09 12:36:38,224113,1.0,5043885,29373,144
2019-02-09 16:40:31,207078,1.0,5066876,29373,144
2019-02-10 12:01:07,9988,1.0,5108326,29373,144
2019-02-11 13:28:36,302635,1.0,5185756,29373,144
2019-02-12 11:06:36,5490,1.0,5245357,29373,144
2019-02-12 15:20:58,7059,1.0,5272341,29373,144
2019-02-13 06:12:48,16759,1.0,5294593,29373,144
2019-02-13 09:41:07,310711,1.0,5310839,29373,144
2019-02-13 14:25:40,388586,1.0,5338544,29373,144
2019-02-14 05:33:16,9465,1.0,5367252,29373,144
2019-02-14 08:15:29,20422,1.0,5376910,29373,144
2019-02-14 10:42:56,204,1.0,5392425,29373,144
2019-02-14 17:08:14,5470,1.0,5435029,29373,144
2019-02-15 11:40:13,1058,1.0,5476360,29373,144
2019-02-15 12:15:54,3532,1.0,5479858,29373,144
2019-02-15 12:34:39,123031,1.0,5481661,29373,144
2019-02-16 15:53:22,267740,1.0,5586421,29373,144
2019-02-17 10:41:39,355408,1.0,5626819,29373,144
2019-02-17 10:52:55,20591,1.0,5628076,29373,144
2019-02-18 10:08:15,15903,1.0,5697540,29373,144
2019-02-18 15:31:41,388586,1.0,5730646,29373,144
2019-02-18 17:07:42,7059,1.0,5740645,29373,144
2019-02-18 21:20:18,9239,1.0,5748035,29373,144
2019-02-20 07:36:46,5882,1.0,5831230,29373,144
2019-02-20 15:28:32,7059,1.0,5880366,29373,144
2019-02-20 16:16:02,5470,1.0,5886396,29373,144
2019-02-21 18:17:50,635,1.0,5975574,29373,144
2019-02-22 08:41:08,6484,1.0,5994428,29373,144
2019-02-22 10:59:55,46,1.0,6010118,29373,144
2019-02-22 15:33:59,267740,1.0,6043877,29373,144
2019-02-24 07:13:47,1960,1.0,6145517,29373,144
2019-02-24 10:09:53,2566,1.0,6162190,29373,144
2019-02-24 10:36:27,209674,1.0,6164893,29373,144
2019-02-25 08:58:36,54610,1.0,6225968,29373,144
2019-02-25 09:15:56,310711,1.0,6228412,29373,144
2019-02-26 10:35:26,272,1.0,6319525,29373,144
2019-02-26 11:43:34,7301,1.0,6325514,29373,144
2019-02-26 15:08:46,7059,1.0,6347299,29373,144
2019-02-27 06:51:57,126837,1.0,6381291,29373,144
2019-02-27 09:46:15,5882,1.0,6398555,29373,144
2019-02-27 09:49:13,4829,1.0,6398947,29373,144
2019-02-27 16:10:19,7059,1.0,6444499,29373,144
2019-02-28 06:39:03,4747,1.0,6465087,29373,144
2019-02-28 13:20:31,815,1.0,6505273,29373,144
2019-03-01 06:13:33,104288,1.0,6549018,29373,144
2019-03-01 09:32:49,310711,1.0,6567703,29373,144
2019-03-01 11:02:04,5490,1.0,6578173,29373,144
2019-03-01 15:16:18,738,1.0,6609547,29373,144
2019-03-02 11:32:47,7850,1.0,6675090,29373,144
2019-03-03 12:44:52,302635,1.0,6764166,29373,144
2019-03-04 06:06:11,381874,1.0,6801288,29373,144
2019-03-04 10:39:03,1374,1.0,6830705,29373,144
2019-03-04 13:57:31,342507,1.0,6850533,29373,144
2019-03-04 15:13:16,7059,1.0,6861519,29373,144
2019-03-04 16:15:09,226144,1.0,6870310,29373,144
2019-03-06 10:35:57,4829,1.0,7002469,29373,144
2019-03-06 11:46:02,6227,1.0,7009886,29373,144
2019-03-06 12:44:11,229448,1.0,7015835,29373,144
2019-03-06 15:07:19,9666,1.0,7034634,29373,144
2019-03-07 08:18:22,283778,2.0,7079116,29373,144
2019-03-08 06:28:17,15374,2.0,7167178,29373,144
2019-03-08 10:24:25,3027,2.0,7199848,29373,144
2019-03-08 12:41:33,355408,1.0,7217342,29373,144
2019-03-08 15:12:04,209674,1.0,7233355,29373,144
2019-03-10 06:55:15,1960,1.0,7334978,29373,144
2019-03-10 12:04:07,156282,1.0,7369525,29373,144
2019-03-10 12:23:31,7059,1.0,7371646,29373,144
2019-03-11 15:35:57,635,1.0,7476047,29373,144
2019-03-11 16:58:28,275,1.0,7486690,29373,144
2019-03-11 17:06:26,6227,2.0,7487494,29373,144
2019-03-12 15:10:01,653,1.0,7550284,29373,144
2019-03-14 10:00:35,7429,1.0,7672030,29373,144
2019-03-15 06:11:10,1494,1.0,7734411,29373,144
2019-03-15 16:33:06,355408,1.0,7805916,29373,144
2019-03-15 21:41:21,9239,1.0,7820253,29373,144
2019-03-16 10:38:10,5470,1.0,7849277,29373,144
2019-03-17 14:56:23,6994,1.0,7947116,29373,144
2019-03-18 06:37:59,1960,1.0,7970184,29373,144
2019-03-18 10:25:16,15903,1.0,7995417,29373,144
2019-03-18 13:37:04,209674,1.0,8012181,29373,144
2019-03-18 15:33:57,635,1.0,8026633,29373,144
2019-03-18 21:16:39,9239,1.0,8045168,29373,144
2018-11-22 10:51:50,1960,1.0,22474,29373,18
2018-11-22 11:52:54,271735,1.0,27038,29373,18
2018-11-22 12:16:22,215791,1.0,28657,29373,18
2018-11-22 12:20:46,346578,1.0,28985,29373,18
2018-11-22 15:12:12,7850,1.0,44806,29373,18
2018-11-22 17:02:07,5470,1.0,54661,29373,18
2018-11-23 06:06:24,9988,2.0,63030,29373,18
2018-11-23 11:23:50,20591,2.0,87007,29373,18
2018-11-23 15:14:30,738,2.0,108913,29373,18
2018-11-23 16:00:37,323942,1.0,113526,29373,18
2018-11-23 16:23:24,12745,2.0,115628,29373,18
2018-11-23 16:30:31,238539,1.0,116276,29373,18
2018-11-23 17:07:43,5470,1.0,119315,29373,18
2018-11-24 08:39:08,2361,1.0,137346,29373,18
2018-11-24 12:09:50,2361,1.0,157947,29373,18
2018-11-24 12:33:31,5701,1.0,159994,29373,18
2018-11-24 15:42:13,267740,1.0,175413,29373,18
2018-11-25 10:18:21,7850,2.0,205522,29373,18
2018-11-25 10:35:19,20591,1.0,207140,29373,18
2018-11-25 11:04:43,5470,1.0,209780,29373,18
2018-11-25 11:52:50,216995,1.0,214115,29373,18
2018-11-25 13:42:08,191022,1.0,223357,29373,18
2018-11-25 14:04:17,259730,1.0,225145,29373,18
2018-11-26 07:33:58,308550,1.0,248789,29373,18
2018-11-26 10:03:38,5882,1.0,263404,29373,18
2018-11-26 11:26:57,207078,2.0,269872,29373,18
2018-11-26 15:40:28,5470,1.0,292222,29373,18
2018-11-27 06:24:40,209674,2.0,308083,29373,18
2018-11-27 09:18:34,218344,1.0,319182,29373,18
2018-11-27 11:41:58,275,1.0,331209,29373,18
2018-11-27 12:35:57,355408,1.0,335125,29373,18
2018-11-27 15:03:34,738,1.0,348913,29373,18
2018-11-27 15:45:09,267740,1.0,353272,29373,18
2018-11-27 16:46:19,5470,1.0,358596,29373,18
2018-11-27 17:33:37,254726,1.0,361756,29373,18
2018-11-27 19:33:18,1739,1.0,365858,29373,18
2018-11-28 06:10:54,2136,2.0,368356,29373,18
2018-11-28 09:02:22,275,1.0,378643,29373,18
2018-11-28 10:48:41,267963,1.0,388212,29373,18
2018-11-28 15:17:55,23801,2.0,411380,29373,18
2018-11-28 17:42:45,241511,1.0,423017,29373,18
2018-11-29 10:14:03,2361,1.0,445951,29373,18
2018-11-29 12:19:04,346578,1.0,455592,29373,18
2018-11-29 14:04:52,32568,1.0,464324,29373,18
2018-11-29 15:25:03,215791,1.0,473134,29373,18
2018-11-29 16:45:44,5470,1.0,480432,29373,18
2018-11-29 17:12:38,2255,1.0,482300,29373,18
2018-11-30 09:06:13,190032,1.0,501315,29373,18
2018-11-30 14:07:09,221441,1.0,528209,29373,18
2018-11-30 16:41:38,227664,1.0,544207,29373,18
2018-11-30 17:05:16,271735,1.0,546022,29373,18
2018-11-30 17:22:15,259730,2.0,547265,29373,18
2018-12-01 07:42:25,3532,2.0,559118,29373,18
2018-12-01 12:38:46,342507,1.0,587688,29373,18
2018-12-01 13:21:04,227664,1.0,591556,29373,18
2018-12-01 14:09:53,221441,1.0,595787,29373,18
2018-12-01 14:16:05,7850,1.0,596333,29373,18
2018-12-01 14:54:03,2596,2.0,599430,29373,18
2018-12-01 15:03:17,267740,2.0,600093,29373,18
2018-12-02 11:37:03,25337,1.0,639341,29373,18
2018-12-02 12:20:26,267740,1.0,643133,29373,18
2018-12-02 14:36:06,323942,2.0,654323,29373,18
2018-12-03 10:05:29,2361,1.0,690418,29373,18
2018-12-03 11:15:11,12745,1.0,696085,29373,18
2018-12-03 11:51:11,13088,1.0,698774,29373,18
2018-12-03 12:00:16,346578,1.0,699448,29373,18
2018-12-03 15:26:21,227664,1.0,718507,29373,18
2018-12-03 18:03:13,241511,1.0,730395,29373,18
2018-12-03 21:45:41,154735,1.0,733333,29373,18
2018-12-04 07:43:21,358490,1.0,739782,29373,18
2018-12-04 10:26:51,279520,1.0,753377,29373,18
2018-12-04 15:01:40,227664,1.0,777167,29373,18
2018-12-04 15:26:16,267740,1.0,779748,29373,18
2018-12-04 17:27:40,2255,1.0,789934,29373,18
2018-12-04 18:03:51,6227,1.0,791803,29373,18
2018-12-05 14:03:07,2596,1.0,831926,29373,18
2018-12-05 17:22:12,259730,1.0,850773,29373,18
2018-12-06 14:48:23,172823,1.0,898752,29373,18
2018-12-06 15:34:05,23801,2.0,903683,29373,18
2018-12-06 16:34:24,5470,1.0,909279,29373,18
2018-12-06 19:23:09,232858,1.0,917817,29373,18
2018-12-07 15:36:36,968,1.0,969335,29373,18
2018-12-08 13:52:14,179528,1.0,1026018,29373,18
2018-12-08 16:56:31,259730,1.0,1039868,29373,18
2018-12-09 10:08:50,36920,1.0,1063806,29373,18
2018-12-09 11:02:32,14545,1.0,1068806,29373,18
2018-12-09 12:34:14,2596,1.0,1076901,29373,18
2018-12-09 13:38:37,207078,1.0,1082262,29373,18
2018-12-10 08:36:40,1374,1.0,1112929,29373,18
2018-12-10 10:07:44,302635,1.0,1122528,29373,18
2018-12-10 11:31:32,6227,1.0,1129079,29373,18
2018-12-10 17:47:46,5470,1.0,1160155,29373,18
2018-12-10 18:18:21,241511,1.0,1161498,29373,18
2018-12-11 06:45:20,221441,1.0,1167337,29373,18
2018-12-11 09:34:37,25337,1.0,1179310,29373,18
2018-12-11 12:00:01,150150,1.0,1191216,29373,18
2018-12-11 13:58:19,2596,1.0,1200668,29373,18
2018-12-12 05:47:43,9988,1.0,1226111,29373,18
2018-12-12 07:22:59,6484,1.0,1230035,29373,18
2018-12-12 16:37:08,271735,1.0,1277591,29373,18
2018-12-13 11:32:35,207078,1.0,1311431,29373,18
2018-12-13 13:03:19,2596,1.0,1318408,29373,18
2018-12-13 17:43:30,4522,1.0,1343682,29373,18
2018-12-13 17:57:07,241511,1.0,1344398,29373,18
2018-12-14 06:55:17,249,1.0,1351968,29373,18
2018-12-14 10:57:33,194999,1.0,1371608,29373,18
2018-12-14 11:42:46,20591,1.0,1375239,29373,18
2018-12-14 15:03:33,23801,3.0,1394373,29373,18
2018-12-14 16:00:08,968,1.0,1399896,29373,18
2018-12-14 16:21:03,221441,1.0,1401784,29373,18
2018-12-15 12:25:02,5701,1.0,1445439,29373,18
2018-12-15 14:15:24,227664,1.0,1454864,29373,18
2018-12-15 15:09:00,6253,1.0,1459025,29373,18
2018-12-15 16:12:26,259730,1.0,1463285,29373,18
2018-12-16 08:34:12,968,1.0,1481168,29373,18
2018-12-16 10:11:45,4268,1.0,1490252,29373,18
2018-12-16 11:17:52,5882,1.0,1496118,29373,18
2018-12-16 12:27:08,15374,1.0,1502127,29373,18
2018-12-16 13:38:43,323942,1.0,1507950,29373,18
2018-12-16 14:02:34,36920,2.0,1509853,29373,18
2018-12-17 09:05:43,275,1.0,1541836,29373,18
2018-12-17 10:12:01,257609,1.0,1549144,29373,18
2018-12-17 11:25:54,20591,2.0,1555168,29373,18
2018-12-17 13:57:16,2596,1.0,1566925,29373,18
2018-12-17 15:46:12,968,1.0,1577869,29373,18
2018-12-17 19:14:35,232858,1.0,1589622,29373,18
2018-12-18 15:41:00,968,1.0,1638576,29373,18
2018-12-19 14:52:35,119131,1.0,1696251,29373,18
2018-12-19 15:27:58,968,1.0,1700072,29373,18
2018-12-19 17:10:09,259730,2.0,1708762,29373,18
2018-12-20 07:41:38,2596,2.0,1721548,29373,18
2018-12-20 11:08:13,194999,1.0,1739063,29373,18
2018-12-20 15:30:35,267740,1.0,1761728,29373,18
2018-12-20 15:31:02,968,1.0,1761778,29373,18
2018-12-20 15:31:57,227664,1.0,1761871,29373,18
2018-12-21 09:08:02,139428,1.0,1790012,29373,18
2018-12-21 15:30:33,968,1.0,1825412,29373,18
2018-12-21 17:23:09,207078,1.0,1834684,29373,18
2018-12-22 10:11:58,285276,2.0,1860663,29373,18
2018-12-22 13:59:14,2596,1.0,1881388,29373,18
2018-12-22 14:14:00,36920,2.0,1882625,29373,18
2018-12-22 15:00:01,169914,3.0,1886209,29373,18
2018-12-22 15:13:29,224113,1.0,1887203,29373,18
2018-12-22 15:26:06,7850,2.0,1888130,29373,18
2018-12-22 15:57:19,968,1.0,1890335,29373,18
2018-12-23 07:37:39,346578,1.0,1905311,29373,18
2018-12-23 09:17:28,20591,2.0,1913427,29373,18
2018-12-23 11:01:03,178503,1.0,1923394,29373,18
2018-12-23 15:09:28,5470,1.0,1943514,29373,18
2018-12-24 16:14:30,6994,1.0,2012159,29373,18
2018-12-24 16:17:02,968,2.0,2012363,29373,18
2018-12-24 16:17:59,968,1.0,2012451,29373,18
2018-12-25 18:02:31,6994,1.0,2083471,29373,18
2018-12-26 08:04:52,36920,3.0,2095605,29373,18
2018-12-26 11:18:08,5882,2.0,2113856,29373,18
2018-12-26 14:34:30,36920,1.0,2130872,29373,18
2018-12-26 15:02:30,267740,1.0,2134049,29373,18
2018-12-27 11:24:04,4836,1.0,2180814,29373,18
2018-12-27 22:06:58,154735,1.0,2220135,29373,18
2018-12-28 10:03:26,3532,3.0,2243115,29373,18
2018-12-29 13:28:54,2596,2.0,2339221,29373,18
2018-12-29 14:57:02,308550,1.0,2348306,29373,18
2018-12-30 03:23:14,232858,1.0,2365600,29373,18
2018-12-30 06:32:27,3532,2.0,2368091,29373,18
2018-12-30 11:41:32,310711,1.0,2409353,29373,18
2018-12-30 12:17:43,32568,2.0,2414659,29373,18
2018-12-30 13:06:40,14545,2.0,2421517,29373,18
2018-12-31 08:07:55,2596,3.0,2469281,29373,18
2018-12-31 11:33:16,36920,2.0,2503280,29373,18
2018-12-31 12:10:25,5701,2.0,2507727,29373,18
2018-12-31 13:01:19,358490,1.0,2512875,29373,18
2019-01-01 18:37:11,3148,1.0,2553830,29373,18
2019-01-02 10:40:55,241511,1.0,2570876,29373,18
2019-01-02 13:47:15,179528,1.0,2584666,29373,18
2019-01-04 13:02:39,267740,1.0,2681364,29373,18
2019-01-04 14:50:02,968,1.0,2690019,29373,18
2019-01-04 16:14:05,2936,1.0,2695924,29373,18
2019-01-04 16:56:17,322443,1.0,2698384,29373,18
2019-01-05 08:22:26,348657,1.0,2711489,29373,18
2019-01-05 08:29:54,968,1.0,2712112,29373,18
2019-01-05 12:02:37,6484,1.0,2731832,29373,18
2019-01-05 13:15:48,5470,1.0,2738264,29373,18
2019-01-05 18:00:39,64168,1.0,2758058,29373,18
2019-01-06 06:45:54,3532,2.0,2763146,29373,18
2019-01-06 11:30:36,267740,1.0,2787692,29373,18
2019-01-06 12:17:30,224113,1.0,2792361,29373,18
2019-01-06 15:02:48,968,1.0,2807374,29373,18
2019-01-06 18:38:07,9239,2.0,2820409,29373,18
2019-01-07 11:45:52,6484,1.0,2849161,29373,18
2019-01-07 14:00:37,119131,1.0,2859831,29373,18
2019-01-07 14:28:19,11761,1.0,2861952,29373,18
2019-01-07 14:52:21,7850,1.0,2863700,29373,18
2019-01-07 14:52:57,968,1.0,2863748,29373,18
2019-01-07 16:00:45,5470,1.0,2868315,29373,18
2019-01-08 07:33:42,2361,1.0,2880953,29373,18
2019-01-08 09:01:57,968,1.0,2886990,29373,18
2019-01-08 13:30:53,119131,1.0,2911461,29373,18
2019-01-08 16:18:36,36920,1.0,2924358,29373,18
2019-01-08 16:27:25,156282,1.0,2924923,29373,18
2019-01-09 14:53:19,64168,1.0,2975133,29373,18
2019-01-09 15:50:30,5470,1.0,2981179,29373,18
2019-01-09 16:05:53,968,1.0,2982650,29373,18
2019-01-09 16:12:49,23801,1.0,2983262,29373,18
